,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
94,2.0630948066711428,0.11358712447995656,0.010478401184082031,0.00019834491974763183,0.5,0,0.01,6,200,0.7,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.7}",0.30973451327433627,0.30973451327433627,0.36283185840707965,0.30973451327433627,0.36283185840707965,0.33097345132743367,0.02601228045433465,3
95,2.034319305419922,0.12171421830882061,0.010697078704833985,0.0004200995279203117,0.5,0,0.01,6,200,0.9,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.9}",0.2831858407079646,0.2831858407079646,0.3274336283185841,0.2920353982300885,0.3274336283185841,0.3026548672566372,0.020488206907593322,230
96,2.314076805114746,0.10435871739627892,0.011186313629150391,0.0004555185315421126,0.5,0,0.01,6,250,0.5,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 250, 'subsample': 0.5}",0.2831858407079646,0.3185840707964602,0.34513274336283184,0.2920353982300885,0.3185840707964602,0.3115044247787611,0.0219640241521962,119
97,2.501284456253052,0.09866679148958275,0.012250995635986328,0.0005490768509628185,0.5,0,0.01,6,250,0.7,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 250, 'subsample': 0.7}",0.3008849557522124,0.3185840707964602,0.36283185840707965,0.3185840707964602,0.34513274336283184,0.3292035398230088,0.021964024152196202,8
98,2.5203238010406492,0.13522175144508505,0.013228368759155274,0.00024867116776247395,0.5,0,0.01,6,250,0.9,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 250, 'subsample': 0.9}",0.26548672566371684,0.2831858407079646,0.336283185840708,0.30973451327433627,0.336283185840708,0.30619469026548674,0.028318584070796463,209
99,1.4288593769073485,0.0628511613418339,0.00935659408569336,0.0018106251059091256,0.5,0,0.01,7,150,0.5,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.5}",0.2831858407079646,0.30973451327433627,0.34513274336283184,0.3008849557522124,0.30973451327433627,0.3097345132743363,0.020180096019453763,149
100,1.568871021270752,0.06347421605531345,0.011089515686035157,0.004030754509754012,0.5,0,0.01,7,150,0.7,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.7}",0.3008849557522124,0.2920353982300885,0.35398230088495575,0.30973451327433627,0.336283185840708,0.3185840707964602,0.02307682267328371,62
101,1.7225592613220215,0.10069656634737639,0.009716796875,0.0003894169236526907,0.5,0,0.01,7,150,0.9,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.9}",0.2743362831858407,0.3008849557522124,0.336283185840708,0.2831858407079646,0.3274336283185841,0.304424778761062,0.02413837468493073,226
102,1.9447100162506104,0.11426458464851524,0.009467983245849609,0.0002941858276686914,0.5,0,0.01,7,200,0.5,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.5}",0.2743362831858407,0.3185840707964602,0.34513274336283184,0.3008849557522124,0.3185840707964602,0.3115044247787611,0.023346736209332596,119
103,2.2053927898406984,0.11220944224843273,0.011173486709594727,0.0006119209282124065,0.5,0,0.01,7,200,0.7,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",0.30973451327433627,0.3008849557522124,0.36283185840707965,0.3274336283185841,0.35398230088495575,0.33097345132743367,0.024138374684930717,3
